DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
GMU,NATIONAL STEINBECK CENTER,NATIONAL STEINBECK CENTER,1 MAIN ST,CA,93901,8317963833,HTTP://WWW.STEINBECK.ORG,1562711,-121.66194,36.65004,1 MAIN ST
GMU,PUBLIC RACING MUSEUM,PUBLIC RACING MUSEUM,860 HIGHLAND AVE,CA,95060, , , ,-122.04296,36.97971,860 HIGHLAND AVE
GMU,MONTEREY COUNTY INTERNATIONAL ETHNOGRAPHIC MUSEUM,MONTEREY COUNTY INTERNATIONAL ETHNOGRAPHIC MUSEUM,1340 MUNRAS AVE,CA,93940, , , ,-121.90103,36.58507,1340 MUNRAS AVE
GMU,PAN AMERICAN MUSEUM FOUNDATION,PAN AMERICAN MUSEUM FOUNDATION,PO BOX 2171,CA,93002, , , ,-119.29039,34.27962,PO BOX 2171
GMU,SANTA MARIA MUSEUM OF FLIGHT,SANTA MARIA MUSEUM OF FLIGHT INC,3015 AIRPARK DR,CA,93455,8059228758,HTTP://WWW.SMMOF.ORG,37784,-120.4517,34.9032,3015 AIRPARK DR
GMU,INTERNATIONAL MUSEUM OF WOMEN,INTERNATIONAL MUSEUM OF WOMEN,235 MONTGOMERY ST FL 12,CA,94104,4155434669,HTTP://WWW.IMOW.ORG,780288,-122.39247,37.79123,101 HOWARD ST STE 480
GMU,VENTURA COUNTY SPORTS HALL OF FAME,VENTURA COUNTY SPORTS HALL OF FAME,916 ESSEX ST,CA,91740, ,HTTP://WWW.VCSHF.COM/DEFAULT.ASPX,0,-117.84588,34.11525,916 ESSEX ST
GMU,FRESNO ATHLETIC HALL OF FAME,FRESNO ATHLETIC HALL OF FAME,5080 N FRUIT AVE,CA,93730,5594347500,HTTP://WWW.FRESNOAHOF.ORG/,37210,-119.77393,36.8749,9423 N FORT WASHINGTON R
GMU,SAN JOSE MUSEUM OF QUILTS & TEXTILES,SAN JOSE MUSEUM OF QUILTS & TEXTILES,520 S 1ST ST,CA,95113,4089710323,HTTP://WWW.SJQUILTMUSEUM.ORG,1232180,-121.88402,37.32795,520 S 1ST ST
GMU,SURFING HALL OF FAME & MUSEUM,SURFING HALL OF FAME & MUSEUM,PO BOX 24137,CA,93002, , , ,-119.29039,34.27962,PO BOX 24137
GMU,MILITARY MUSEUM OF LOS ANGELES,MILITARY MUSEUM OF LOS ANGELES,4514 PACIFIC HEIGHTS RD,CA,95965,8185049611, ,0,-121.57631,39.47316,4514 PACIFIC HEIGHTS RD
GMU,CENTER FOR PHOTOGRAPHIC ART,CENTER FOR PHOTOGRAPHIC ART,PO BOX 1100,CA,93921,8316255181,HTTP://PHOTOGRAPHY.ORG/,184869,-121.88571,36.53222,SAN CARLOS AVE
GMU,HISTORY CENTER OF SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO COUNTY BAR ASSOCIATION,696 MONTEREY ST,CA,93401,8055430638,HTTP://HISTORYCENTERSLO.ORG/,134937,-120.66101,35.27968,PO BOX 585
GMU,JAPANESE AMERICAN MUSEUM OF SAN JOSE,JAPANESE AMERICAN MUSEUM OF SAN JOSE,535 N 5TH ST,CA,95112,4082943138,HTTP://WWW.JAMSJ.ORG,143384,-121.89338,37.34751,535 N 5TH ST
GMU,GOLETA-SANTA BARBARA AIR HERITAGE MUSEUM,GOLETA-SANTA BARBARA AIR HERITAGE MUSEUM,601 FIRESTONE RD,CA,93117,8059677111, , ,-119.83603,34.43378,601 FIRESTONE RD
GMU,VENTURA COUNTY MARITIME MUSEUM,VENTURA COUNTY MARITIME MUSEUM INC,3900 BLUEFIN CIR,CA,93035,8059846260,HTTP://WWW.CIMMVC.ORG,316154,-119.22765,34.16483,3900 BLUEFIN CIR
GMU,SAN LUIS OBISPO RAILROAD MUSEUM,SAN LUIS OBISPO RAILROAD MUSEUM,PO BOX 13260,CA,93406,8055481894,HTTP://SLORRM.COM/,80847,-120.65616,35.27329,1940 SANTA BARBARA AVENUE
GMU,HERITAGE DISCOVERY CENTER,HERITAGE DISCOVERY CENTER INC,40222 MILLSTREAM LN,CA,93636,5598688680, ,77695,-119.81349,37.089,40222 MILLSTREAM LN
GMU,WEST COAST MOTORCYCLE MUSEUM,WEST COAST MOTORCYCLE MUSEUM,6541 VENTURA BLVD,CA,93003, , , ,-119.20637,34.25052,6541 VENTURA BLVD
GMU,CALIFORNIA MUSEUM AIR & SPACE,CALIFORNIA MUSEUM AIR & SPACE,8001 CALIFORNIA CITY BL,CA,93505,7603732007,HTTP://CALIFORNIASCIENCECENTER.ORG/, ,-117.98472,35.12626,8001 CALIFORNIA CITY BL
GMU,MUSEUM OF ALL RELIGIONS,MUSEUM OF ALL RELIGIONS,3997 LATIMER AVE,CA,95130,4083794046, , ,-121.97142,37.29105,3997 LATIMER AVE
GMU,CHALLENGER LEARNING CENTER,CHALLENGER LEARNING CENTER,3460 CHALLENGER WAY,CA,95301,2097266200,HTTP://WWW.CHALLENGERSJV.ORG/INDEX.HTML, ,-120.57552,37.3644,3460 CHALLENGER WAY
GMU,NAVAL MUSEUM OF ARMAMENT & TECHNOLOGY,NAVAL MUSEUM OF ARMAMENT & TECHNOLOGY,PO BOX 217,CA,93556,7609393530,HTTP://WWW.CHINALAKEMUSEUM.ORG,241903,-117.67035,35.62307,PO BOX 217
GMU,AGRICULTURE MUSEUM OF MERCED COUNTY,AGRICULTURE MUSEUM OF MERCED COUNTY,110 W ALEXANDER AVE,CA,95348,2093831912,HTTP://WWW.MUSEUMSUSA.ORG/MUSEUMS/INFO/1153185,0,-120.49579,37.32749,4498 CALIFORNIA 140
GMU,ROGER HANSEN MEMORIAL MUSEUM,ROGER HANSEN MEMORIAL MUSEUM,PO BOX 85 /717-B SNYDER AVENUE,CA,95004, , ,0,-121.63906,36.87746,PO BOX 85
GMU,NAVAL AIR MUSEUM LEMOORE,NAVAL AIR MUSEUM LEMOORE,PO BOX 766,CA,93245, , , ,-119.7952,36.30326,PO BOX 766
GMU,RANCHO CAMULOS MUSEUM,CESAR E CHAVEZ FOUNDATION,29700 WOODFORD - TEHACHAPI ROAD,CA,93531,6618236134,HTTP://WWW.NATIONALCHAVEZCENTER.ORG,0,-118.61387,35.2413,29700 WOODFORD TEHACHAPI
GMU,MONTEREY & SALINAS VALLEY RAILROAD MUSEUM,RANCHO CAMULOS MUSEUM A CALIFORNIA NON-PROFIT BENEFIT CORPO,PO BOX 308,CA,93040,8055211501,HTTP://WWW.RANCHOCAMULOS.ORG,93553,-118.79447,34.41483,5164 EAST TELEGRAPH ROAD
GMU,CALIFORNIA LIVING MUSEUM FOUNDATION,CALIFORNIA LIVING MUSEUM FOUNDATION,1300 17TH ST,CA,93301, ,HTTP://CALMZOO.ORG,237363,-119.01643,35.3744,1300 17TH ST
GMU,HORSES TO HORSEPOWER: BUILDING THE TRANSCONTINENTAL RAILROAD,HORSE TO HORSE POWER EDUCATION & HISTORY FOUNDATION,5246 PLAINSBURG RD,CA,95333,2093894511, ,0,-120.32496,37.21531,5246 PLAINSBURG RD
GMU,STOWITTS MUSEUM AND LIBRARY,THE STOWITTS MUSEUM AND LIBRARY,PO BOX 51383,CA,93950, ,HTTP://STOWITTS.ORG, ,-121.92133,36.61885,PO BOX 51383
GMU,BORAX VISITOR CENTER FOUNDATION,BORAX VISITOR CENTER FOUNDATION,14486 BORAX RD,CA,93516,7607627588,HTTP://WWW.BORAX.COM/,51702,-117.70334,35.0222,14486 BORAX RD
GMU,WILD WONDERFUL KING VINTAGE MUSEUM,WILD WONDERFUL WOMEN,40680 HIGHWAY 41,CA,93644,5596586999,HTTP://WWW.KINGVINTAGEMUSEUM.ORG/,30043,-119.64175,37.33977,PO BOX 303
GMU,COMPUTER HISTORY MUSEUM,COMPUTER HISTORY MUSEUM,1401 N SHORELINE BLVD,CA,94043,6508101010,HTTP://WWW.COMPUTERHISTORY.ORG,5172249,-122.07803,37.41484,1401 N SHORELINE BLVD
GMU,HMONG CULTURAL HERITAGE CENTER AND MUSEUM,HMONG CULTURAL HERITAGE CENTER,550 E SHAW AVE STE 240-21,CA,93710,5592416534, ,13330,-119.77794,36.80864,550 E SHAW AVE STE 240-2
GMU,TOM ROGERS MUSEUM,TOM ROGERS MUSEUM INCORPORATED,PO BOX 685,CA,93927, , ,0,-121.25803,36.31786,PO BOX 685
GMU,SARAH A MOONEY MEMORIAL MUSEUM,SARAH A MOONEY MEMORIAL MUSEUM,PO BOX 413,CA,93245,5599250321,HTTP://WWW.SARAHAMOONEYMUSEUM.COM/,0,-119.7952,36.30326,PO BOX 413
GMU,CASA DOLORES,CASA DOLORES,829 HOT SPRINGS RD,CA,93108,8059631032,HTTP://WWW.CASADOLORES.ORG/, ,-119.64325,34.44726,829 HOT SPRINGS RD
GMU,WESTERN AIR MUSEUM,WESTERN AIR MUSEUM INC,1363 LINCOLN AVE,CA,94901,4154591040, , ,-122.52243,37.9773,1363 LINCOLN AVE
GMU,PRIVATE INVESTIGATOR MUSEUM,GASLAMP QUARTER INVESTIGATIONS INC,923 ISLAND AVENUE,CA,92101,2125420566,HTTP://PIMUSEUM.ORG/,0,-117.15615,32.71034,923 ISLAND AVE
GMU,WILLIAM B KOLENDER SAN DIEGO COUNTY SHERIFF'S MUSEUM AND EDUCATIONAL CENTER,WILLIAM B KOLENDER SAN DIEGO COUNTY SHERIFF'S MUSEUM AND EDUCATIONAL CENTER,2384 SAN DIEGO AVE OLD TOWN,CA,92110,6192601850,HTTP://WWW.SHERIFFMUSEUM.ORG, ,-117.20079,32.76229,2384 SAN DIEGO AVE OLD TOWN
GMU,GRIDLEY MUSEUM CORPORATION,GRIDLEY MUSEUM CORPORATION,601 KENTUCKY STREET,CA,95948,5308464482,HTTP://GRIDLEYMUSEUM.COM,0,-121.69729,39.3655,601 KENTUCKY ST
GMU,DISCOVERTORIUM,THE DISCOVERTORIUM,PO BOX 2979,CA,92325, , ,0,-117.28174,34.23592,PO BOX 2979
GMU,WEST OF WEST CENTER FOR NARRATIVE HISTORY OF THE CENTRAL VIRGINIA,WEST OF WEST CENTER FOR NARRATIVE HISTORY OF THE CENTRAL VA,5711 N FARRIS AVE,CA,93711, , ,125000,-119.81265,36.82148,5711 N FARRIS AVE
GMU,NATIONAL UNDERWATER MUSEUM,NATIONAL UNDERWATER MUSEUM,7552 SAN CASSINO WAY,CA,93117, , , ,-119.89025,34.43409,7552 SAN CASSINO WAY
GMU,ROCKY MOUNTAIN RAILWAY AND MINING MUSEUM,ROCKY MOUNTAIN RAILWAY AND MINING MUSEUM LTD,300 MINER ST,CA,96097, , , ,-122.63682,41.72123,300 MINER ST
GMU,HISTORIC SHIPS MEMORIAL AT PACIFIC SQUARE,HISTORIC SHIPS MEMORIAL AT PACIFIC SQUARE,PO BOX 361,CA,94590,7076434692, ,0,-122.25755,38.09078,375 G STREET
GMU,AVIATION MUSEUM OF SANTA PAULA,AVIATION MUSEUM OF SANTA PAULA,800 E SANTA MARIA ST E,CA,93060,8055251109,HTTP://WWW.AMSZP.ORG,26156,-119.07479,34.35094,800 E SANTA MARIA ST UNI
GMU,RED OAK VICTORY AMATEUR RADIO CLUB,RED OAK VICTORY AMATEUR RADIO CLUB,1451 KEISER AVE,CA,95404,5102780546,HTTP://WWW.QSL.NET/404.HTML,0,-122.6771,38.3542,1451 KEISER AVE
GMU,AMERICAN MUSEUM OF TELEPHONY,AMERICAN MUSEUM OF TELEPHONY,1548 EL CAMINO AVE,CA,95209, , , ,-121.25404,38.03666,4646 E MORADA LN
GMU,RUSTY RELICS,RUSTY RELICS,PO BOX 3427,CA,93586, , ,0,-118.21931,34.64885,PO BOX 3427
GMU,MUSEO EDUARDO CARRILLO,MUSEO EDUARDO CARRILLO,PO BOX 8085,CA,95061,8312399411, , ,-122.00842,37.02705,1250 REDWOOD DR
GMU,TRAVELING SPACE MUSEUM,TRAVELING SPACE MUSEUM INC,4658 DON LORENZO DR APT D,CA,90008,3239035259,HTTP://WWW.TRAVELINGSPACEMUSEUM.ORG/, ,-118.35706,34.00111,4658 DON LORENZO DR APT D
GMU,CENTURY MASTERS,CENTURY MASTERS INCORPORATED,500 LEAVENWORTH STREET 405,CA,94109, , ,0,-122.41452,37.7856,500 LEAVENWORTH ST APT 4
GMU,HIPPIE MUSEUM,HIPPIE MUSEUM,PO BOX 7867,CA,95065, ,HTTP://WWW.HIPPIEMUSEUM.ORG, ,-122.02613,36.97613,PO BOX 7867
GMU,FILM MUSIC MUSEUM,THE FILM MUSIC FOUNDATION,15760 VENTURA BLVD,CA,91436, ,HTTP://FIMUMU.COM,47247,-118.48766,34.15429,C/O L ZADOR 15760 VENTUR
GMU,CENTRAL COAST VETERANS MEMORIAL MUSEUM,CENTRAL COAST VETERANS MEMORIAL MUSEUM INC,801 GRAND AVENUE,CA,93401,8055431763, ,0,-120.6529,35.2888,801 GRAND AVE
GMU,CABLE CAR MUSEUM,FRIENDS OF THE CABLE CAR MUSEUM INC,1201 MASON ST,CA,94108,4154741887,HTTP://WWW.CABLECARMUSEUM.ORG,301199,-122.41145,37.79451,1201 MASON ST
GMU,GOLD RUSH TRAIL FOUNDATION,GOLD RUSH TRAIL FOUNDATION,57 POST ST,CA,94104,4159814849,HTTP://WWW.GOLDRUSHTRAIL.ORG, ,-122.4032,37.78885,57 POST ST
GMU,MAYBECK FOUNDATION,SAN FRANCISCO SOCIETY OF THE NEW,3200 WASHINGTON ST,CA,94115,4154740172, , ,-122.44637,37.79015,3200 WASHINGTON ST
GMU,MUSEUM OF MEDICAL HISTORY OF THE SIERRA SACRAMENTO VALLEY MEDICAL SOCIETY,S.S.V.M.S. MUSEUM OF MEDICAL HISTORY,5380 ELVAS AVE,CA,95819,9164522671,HTTP://WWW.SSVMS.ORG/, ,-121.4347,38.57415,5380 ELVAS AVE
GMU,LOS GATOS MUSEUM,LOS GATOS MUSEUM ASSOCIATION,4 TAIT AVE,CA,95030,4083957375,HTTP://WWW.MUSEUMSOFLOSGATOS.ORG,339574,-121.98532,37.22443,4 TAIT AVE
GMU,CLARKE MEMORIAL MUSEUM,CLARKE MEMORIAL MUSEUM,240 E ST,CA,95501,7074431947,HTTP://WWW.CLARKEMUSEUM.ORG,211733,-124.16765,40.80409,240 E ST
GMU,ROBERT LOUIS STEVENSON MUSEUM,VAILIMA FOUNDATION,1490 LIBRARY LANE,CA,94574,7079633757,HTTP://STEVENSONMUSEUM.ORG/, ,-122.46966,38.50783,1490 LIBRARY LN
GMU,ALPINE COUNTY MUSEUM,ALPINE COUNTY MUSEUM,PO BOX 517,CA,96120,5306942317, , ,-119.80432,38.79008,1 SCHOOL STREET CALIFORNIA 89
GMU,EXPLORATORIUM,THE EXPLORATORIUM,3601 LYON ST,CA,94111, ,HTTP://PALACEOFFINEARTS.ORG/,65143143,-122.40032,37.79553,PIER 15
GMU,MUSEUM OF CRAFT & FOLK ART,MUSEUM OF CRAFT & FOLK ART,51 YERBA BUENA LN,CA,94103,4152274888, , ,-122.4009,37.7851,51 YERBA BUENA LN
GMU,HERITAGE MUSEUM OF SAN FRANCISCO,HERITAGE MUSEUM OF SAN FRANCISCO,2800 FILBERT ST,CA,94123,4153991124, , ,-122.40437,37.79415,608 COMMERCIAL STREET
GMU,ENLISTED MUSEUM FOUNDATION,ENLISTED MUSEUM FOUNDATION INC,706 JOHNSON AVE,CA,95901, , , ,-121.5752,39.16311,706 JOHNSON AVE
GMU,GALERIA DE LA RAZA,GALERIA STUDIO 24,2857 24TH ST,CA,94110,4158268009,HTTP://WWW.GALERIADELARAZA.ORG,496467,-122.40951,37.75268,2857 24TH ST
GMU,MARKET STREET RAILWAY COMPANY,MARKET STREET RAILWAY COMPANY,870 MARKET STREET SUITE 803,CA,94142,4159560472, ,272037,-122.40704,37.78496,870 MARKET ST STE 803
GMU,NATIONAL LIBERTY SHIP MEMORIAL,NATIONAL LIBERTY SHIP MEMORIAL INC,SUITE 300,CA,94133,4155440100,HTTP://WWW.SSJEREMIAHOBRIEN.ORG/,993389,-122.4104,37.80032,PIER 45 FISHERMANS WHARF
GMU,TUOLUMNE CITY MEMORIAL MUSEUM,TUOLUMNE CITY MEMORIAL MUSEUM,PO BOX 1174,CA,95379,2099283516,HTTPS://TUOLUMNECITY.WORDPRESS.COM/,0,-120.23616,37.96157,18663 CARTER ST
GMU,SAN FRANCISCO BAY AREA SPORTS HALL OF FAME,SAN FRANCISCO BAY AREA SPORTS HALL OF FAME INC,201 SPEAR ST STE 1150,CA,94105,2017732778,HTTP://WWW.BASHOF.ORG,0,-122.4022,37.79283,465 CALIFORNIA ST STE 80
GMU,TEHAMA COUNTY MUSEUM FOUNDATION,TEHAMA COUNTY MUSEUM FOUNDATION,PO BOX 275,CA,96090,5303842595, ,0,-122.1242,40.02534,PO BOX 275
GMU,CASTLE AIR MUSEUM FOUNDATION,CASTLE AIR MUSEUM FOUNDATION INCORPORATED,5050 SANTA FE DR,CA,95301,2097232178,HTTP://WWW.CASTLEAIRMUSEUM.ORG,469150,-120.57499,37.36431,5050 SANTA FE DR
GMU,SAN JOSE INSTITUTE OF CONTEMPORARY ART,SAN JOSE INSTITUTE OF CONTEMPORARY ART,560 S 1ST ST,CA,95113,4082838155,HTTP://SJICA.ORG/,670690,-121.88402,37.32795,560 S 1ST ST
GMU,OAKLAND AVIATION MUSEUM,OAKLAND AVIATION MUSEUM,8252 EARHART RD,CA,94621,5106387100,HTTP://WWW.OAKLANDAVIATIONMUSEUM.ORG,165775,-122.21217,37.7314,8252 EARHART ROAD BLDG 6
GMU,MUSEUM OF SAN CARLOS HISTORY,MUSEUM OF SAN CARLOS HISTORY INC,533 LAURELST,CA,94070,6508024354, ,0,-122.26215,37.50742,533 LAUREL ST
GMU,VACAVILLE MUSEUM,VACAVILLE MUSEUM FOUNDATION,213 BUCK AVE,CA,95688,7074474513,HTTP://WWW.VACAVILLEMUSEUM.ORG/CURRENT,172469,-121.99339,38.35658,213 BUCK AVE
GMU,HEADLANDS CENTER FOR THE ARTS,HEADLANDS CENTER FOR THE ARTS,944 FORT BARRY,CA,94965,4153312787, ,1371521,-122.5126,37.83182,944 SIMMONDS RD
GMU,DUBLIN HERITAGE PARK & MUSEUMS,DUBLIN HERITAGE PARK & MUSEUMS,100 CIVIC PLAZA,CA,94568, ,HTTP://DUBLINCA.GOV/INDEX.ASPX?NID=269, ,-121.91726,37.70362,100 CIVIC PLAZA
GMU,AEROSPACE MUSEUM OF CALIFORNIA FOUNDATION,AEROSPACE MUSEUM OF CALIFORNIA FOUNDATION,3200 FREEDOM PARK DRIVE,CA,95652, ,HTTP://WWW.AEROSPACECA.ORG/,896891,-121.39064,38.66143,3200 FREEDOM PARK DRIVE
GMU,GOLDEN GATE RAILROAD MUSEUM,GOLDEN GATE RAILROAD MUSEUM,1755 E BAYSHORE RD STE 19A,CA,94063,6503652472,HTTP://GGRM.ORG,303029,-122.21126,37.49061,1755 E BAYSHORE RD STE 1
GMU,HAYS ANTIQUE TRUCK MUSEUM,HAYS ANTIQUE TRUCK MUSEUM,PO BOX 2347,CA,95776,5306661044,HTTP://WWW.TRUCK-MUSEUM.ORG,59095,-121.75212,38.67144,PO BOX 2347
GMU,CLOVIS MUSEUM,CLOVIS-BIG DRY CREEK HISTORICAL SOCIETY INC,401 POLLASKY AVE,CA,93612,5592978033,HTTP://CLOVIS-MUSEUM.COM,0,-119.70177,36.82463,401 POLLASKY AVE
GMU,CALIFORNIA VEHICLE FOUNDATION,CALIFORNIA VEHICLE FOUNDATION,2200 FRONT ST,CA,95818, ,HTTP://WWW.CALAUTOMUSEUM.ORG,729365,-121.51177,38.57031,2200 FRONT ST
GMU,FOREST HOME FARMS HISTORIC PARK,FOREST HOME FARMS HISTORIC PARK,19953 SAN RAMON VALLEY BLVD,CA,94583,9259733284,HTTP://WWW.SANRAMON.CA.GOV/PARKS/PROGRAMS/HISTORIC.HTM, ,-121.95124,37.73697,19953 SAN RAMON VALLEY BLVD
GMU,CAPP STREET PROJECT,CAPP STREET PROJECT,525 2ND ST,CA,94107,4154957101,HTTP://WWW.TRANSARTISTS.ORG/AIR/CAPP-STREET-PROJECT, ,-122.39298,37.78268,525 2ND ST
GMU,NHRA MOTORSPORTS MUSEUM,NHRA MOTORSPORTS MUSEUM,2035 E FINANCIAL WAY,CA,91741,9096223454,HTTP://WWW.MUSEUM.NHRA.COM,5449929,-117.82667,34.12809,2035 E FINANCIAL WAY
GMU,SAN FRANCISCO ARTSPACE,SAN FRANCISCO ARTSPACE,788 FERGUSON RD,CA,95472,7078295479, ,97801,-122.86952,38.40474,788 FERGUSON RD
GMU,TAHOE MARITIME MUSEUM,TAHOE MARITIME MUSEUM INC,PO BOX 627,CA,96141,5305259253,HTTP://WWW.TAHOEMARITIMEMUSEUM.ORG,609046,-120.15847,39.08152,5205 W LAKE BOULEVARD
GMU,MARIN MUSEUM CONTEMPORARY ART,MARIN MUSEUM OF CONTEMPORARY ART,500 PALM DR STE 110,CA,94949,4155060137,HTTP://WWW.MARINMOCA.ORG/DEFAULT.ASPX,323762,-122.52181,38.05551,500 PALM DRIVE
GMU,CDF MUSEUM FOUNDATION,CDF MUSEUM FOUNDATION,4501 STATE HIGHWAY 104,CA,95640, , , ,-120.9396,38.3591,4501 STATE HIGHWAY 104
GMU,CENTER FOR LAND USE INTERPRETATION,CENTER FOR LAND USE INTERPRETATION,9331 VENICE BLVD,CA,90232,3108395722,HTTP://WWW.CLUI.ORG,189654,-118.39461,34.02602,9331 VENICE BLVD
GMU,FIRE MUSEUM,FIRE MUSEUM,717 S ELISEO DR,CA,94904,4154611286, , ,-122.53099,37.94443,717 S ELISEO DR
GMU,SAN FRANCISCO SCHOOL ALLIANCE,SAN FRANCISCO SCHOOL ALLIANCE FOUNDATION,1 LOMBARD ST STE 305,CA,94104,4159555790, ,5139615,-122.40197,37.80398,ONE LOMBARD STREET
GMU,RENAISSANCE OF PAPERMAKING,RENAISSANCE OF PAPERMAKING,217 GREENBANK AVE,CA,94611,5106583594, , ,-122.24248,37.82397,217 GREENBANK AVE
GMU,CALIFORNIA INDIAN MUSEUM & CULTURAL CENTER,CALIFORNIA INDIAN MUSEUM & CULTURAL CENTER,5250 AERO DR,CA,95403,7075793004,HTTP://CIMCC.ORG/,249369,-122.7647,38.50953,5250 AERO DR
GMU,FREE SPEECH MOVEMENT ARCHIVES,FREE SPEECH MOVEMENT ARCHIVES,1801 FIFTH ST,CA,94710, ,HTTP://WWW.FSM-A.ORG,0,-122.29962,37.87049,1801 5TH ST
GMU,MUSEUM OF THE AFRICAN DIASPORA,THE MUSEUM OF THE AFRICAN DIASPORA,685 MISSION ST,CA,94105,4153587200,HTTP://WWW.MOADSF.ORG,1988745,-122.40104,37.7869,685 MISSION ST
GMU,PHILIPPINE FOLKLIFE MUSEUM FOUNDATION,PHILIPPINE FOLKLIFE MUSEUM FOUNDATION,305 DRAYTON CT,CA,94598,9259334284,HTTP://PHILIPPINEFOLKLIFEMUSEUM.ORG/,0,-122.02775,37.91967,447 SUTTER STREET; 5TH FLOOR SOCIAL HALL
GMU,HISPANIC HERITAGE BASEBALL MUSEUM,HISPANIC HERITAGE BASEBALL MUSEUM INC,PO BOX 591375,CA,94159,8772284426, ,0,-122.45381,37.78129,PO BOX 591375
GMU,OPEN LIBRARY OF RICHMOND,OPEN LIBRARY OF RICHMOND INC,300 FUNSTON AVE,CA,94118,4155616768,HTTP://WWW.TELEVISIONARCHIVE.ORG,6350167,-122.47175,37.78158,300 FUNSTON AVE
GMU,PALO ALTO JUNIOR MUSEUM AND ZOO,PALO ALTO JUNIOR MUSEUM AND ZOO,1451 MIDDLEFIELD ROAD,CA,94301,6503292111,HTTP://WWW.CITYOFPALOALTO.ORG, ,-122.14493,37.44335,1451 MIDDLEFIELD ROAD
GMU,SACRAMENTO ARCHIVES AND MUSEUM COLLECTION CENTER,SACRAMENTO ARCHIVES AND MUSEUM COLLECTION CENTER,551 SEQUOIA PACIFIC BLVD,CA,95811,9168087072,HTTP://WWW.SACRAMENTOARCHIVES.ORG/, ,-121.49682,38.59909,551 SEQUOIA PACIFIC BLVD
GMU,MENDOCINO COUNTY MUSEUM,MENDOCINO COUNTY MUSEUM,400 EAST COMMERICAL ST,CA,95490,7074592736, , ,-123.36057,39.42434,400 EAST COMMERICAL ST
GMU,LOCAL HISTORY ARCHIVES,LOCAL HISTORY ARCHIVES,303 SECOND STREET,CA,95901,5307497380,HTTP://WWW.CO.YUBA.CA.US/DEPARTMENTS/LIBRARY/, ,-121.58716,39.13721,303 SECOND STREET
GMU,PATTERSON HOUSE MUSEUM,PATTERSON HOUSE MUSEUM,34600 ARDENWOOD BLVD,CA,94555,5107914196,HTTP://WWW.FREMONT.GOV/293/THE-PATTERSON-HOUSE-ARDENWOOD-HISTORIC-F, ,-122.06001,37.55302,34600 ARDENWOOD BLVD
GMU,RANDALL MUSEUM,RANDALL MUSEUM FRIENDS,199 MUSEUM WAY,CA,94114,4155549600,HTTP://WWW.RANDALLMUSEUM.ORG,649050,-122.44118,37.76534,199 MUSEUM WAY
GMU,MARY AARON MEMORIAL MUSEUM,MARY AARON MEMORIAL MUSEUM ASSOCIATION INC,704 D ST,CA,95901,5307431004,HTTP://WWW.MARYAARONMUSEUM.COM, ,-121.55724,39.15757,PO BOX 1759
GMU,MAGNES MUSEUM,MAGNES MUSEUM FOUNDATION,300 GRAND AVE,CA,94610,5104330134,HTTP://WWW.MAGNES.ORG,401208,-122.26728,37.86959,2121 ALLSTON WAY
GMU,SAN DIEGO MUSEUM OF MAN,SAN DIEGO MUSEUM OF MAN,1350 EL PRADO BALBOA PK,CA,92101,6192392001,HTTP://WWW.MUSEUMOFMAN.ORG,2755114,-117.16174,32.71851,1350 EL PRADO BALBOA PK
GMU,GETTY MUSEUM,J PAUL GETTY TRUST,1200 GETTY CENTER DR,CA,90049,3104407300,HTTP://WWW.GETTY.EDU, ,-118.4744,34.07904,1200 GETTY CENTER DR STE
GMU,COLUMBIA MEMORIAL SPACE CENTER,COLUMBIA MEMORIAL SPACE CENTER,12400 COLUMBIA WAY,CA,90242,5622311200,HTTP://COLUMBIASPACESCIENCE.ORG/, ,-118.13968,33.92171,12400 COLUMBIA WAY
GMU,CRYSTAL CATHEDRAL,CRYSTAL CATHEDRAL,12141 LEWIS ST,CA,92840,7149714148,HTTP://WWW.CRYSTALCATHEDRAL.ORG, ,-117.90182,33.78911,13280 CHAPMAN AVE
GMU,MUSEUM OF VENTURA COUNTY,MUSEUM OF VENTURA COUNTY,100 E MAIN ST,CA,93001,8056530323, ,1610444,-119.2994,34.28079,100 E MAIN ST
GMU,MARITIME MUSEUM OF SAN DIEGO,MARITIME MUSEUM ASSOCIATION OF SAN DIEGO,1492 N HARBOR DR,CA,92101,6192349153,HTTP://SDMARITIME.ORG/,5081714,-117.19494,32.72928,1492 N HARBOR DR
GMU,DESERT HOT SPRINGS,CITY OF DESERT HOT SPRINGS,65950 PIERSON BOULEVARD,CA,92240,7603296411,HTTP://WWW.CITYOFDHS.ORG/, ,-116.51176,33.96217,65950 PIERSON BOULEVARD
GMU,PACIFIC ASIA MUSEUM,PACIFIC ASIA MUSEUM,46 N LOS ROBLES AVE,CA,91101,6264492742,HTTP://WWW.PACIFICASIAMUSEUM.ORG, ,-118.14135,34.14635,46 N LOS ROBLES AVE
GMU,PACIFIC SOUTHWEST RAILWAY MUSEUM,PACIFIC SOUTHWEST RAILWAY MUSEUM,4695 NEBO DR,CA,91941, , ,454603,-117.01993,32.76376,4695 NEBO DR
