DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
HSC,DEBARY HALL HISTORIC SITE,DEBARY HALL HISTORIC SITE,210 SUNRISE BLVD,FL,32713,3866683840,HTTP://WWW.DEBARYHALL.COM, ,-81.29709,28.87495,210 SUNRISE BLVD
HSC,DEERING ESTATE AT CUTLER,DEERING ESTATE FOUNDATION INC,16701 SW 72ND AVE,FL,33157, ,HTTP://WWW.DEERINGESTATE.COM,718833,-80.30832,25.61596,16701 SW 72ND AVE
HSC,COLUMBIA COUNTY HISTORICAL MUSEUM,LAKE CITY - COLUMBIA COUNTY HISTORICAL MUSEUM INC,157 SE HERNANDO AVE,FL,32025,3867559096,HTTP://LCCCHM.ORG,14063,-82.64018,30.19165,PO BOX 3276
HSC,DONKEY MILK HOUSE,DONKEY MILK HOUSE,613 EATON ST,FL,33040,3052961866, , ,-81.80164,24.55834,613 EATON ST
HSC,DUNEDIN HISTORICAL MUSEUM,DUNEDIN HISTORICAL MUSEUM,349 MAIN ST,FL,34698,7277361176,HTTP://DUNEDINMUSEUM.ORG, ,-82.78863,28.01177,349 MAIN ST
HSC,CLIFFORD HOUSE,CLIFFORD HOUSE,536 N BAY ST,FL,32726, , , ,-81.6861,28.85778,536 N BAY ST
HSC,CORAL GABLES MERRICK HOUSE,CORAL GABLES MERRICK HOUSE,CITY HALL 405 BILTMORE WAY,FL,33134,3054605361,HTTP://CORALGABLES.COM/INDEX.ASPX?PAGE=138, ,-80.27406,25.74919,907 CORAL WAY
HSC,DINSMORE HISTORICAL MUSEUM,DINSMORE HISTORICAL MUSEUM,7330 CIVIC CLUB DR,FL,32219,9045273952,HTTPS://WWW.FACEBOOK.COM/DINSMOREHISTORICALMUSEUM, ,-81.76905,30.4237,7330 CIVIC CLUB DR
HSC,FORT MYERS - BURROUGHS HOME,THE UNCOMMON FRIENDS FOUNDATION INC,2505 FIRST STREET,FL,33902,2393379505,HTTP://WWW.BURROUGHSHOME.COM/,308630,-81.86539,26.64693,2505 FIRST STREET
HSC,BOCA GRANDE LIGHTHOUSE,BOCA GRANDE LIGHTHOUSE,880 BELCHER RD,FL,33921,9419640060,HTTPS://WWW.FLORIDASTATEPARKS.ORG/PARK/GASPARILLA-ISLAND, ,-82.26074,26.75044,880 BELCHER RD
HSC,BARNACLE STATE HISTORIC SITE,BARNACLE STATE HISTORIC SITE,3845 MAIN HIGHWAY,FL,33133, , , ,-80.2494,25.71996,3845 MAIN HIGHWAY
HSC,CAMP WALTON SCHOOLHOUSE MUSEUM,CAMP WALTON SCHOOLHOUSE MUSEUM,127 MIRACLE STRIP PKWY SE,FL,32548,8508339595, , ,-86.60664,30.40393,127 MIRACLE STRIP PKWY SE
HSC,ISLE AU HAUT HISTORICAL SOCIETY,ISLE AU HAUT HISTORICAL SOCIETY,PO BOX 5275,FL,33571, ,HTTP://WWW.ISLEAUHAUTHISTORY.COM/INDEX.HTM,0,-82.43333,27.72055,PO BOX 5275
HSC,CHARLOTTE COUNTY GENEALOGICAL SOCIETY,CHARLOTTE COUNTY GENEALOGICAL SOCIETY INC,PO BOX 494707,FL,33949, ,HTTP://CCGSI.ORG/,0,-82.08825,26.97471,PO BOX 494707
HSC,ORANGE CITY HISTORICAL SOCIETY,ORANGE CITY HISTORICAL SOCIETY INC,315 WEST UNIVERSITY AVENUE,FL,32763, , ,0,-81.30211,28.95087,315 W UNIVERSITY AVE
HSC,BAYSHORE PATRIOTS,BAYSHORE PATRIOTS INC,3810 W KENNEDY BLVD,FL,33609, , ,0,-82.50592,27.94473,3810 W KENNEDY BLVD
HSC,PROLOGUE SOCIETY OF BROWARD COUNTY,PROLOGUE SOCIETY OF BROWARD COUNTY INC,1100 E LAS OLAS BLVD,FL,33301, , , ,-80.13181,26.11889,1100 E LAS OLAS BLVD
HSC,ATLANTIC BEACH HISTORICAL SOCIETY ABHS,ATLANTIC BEACH HISTORICAL SOCIETY ABHS,250 LAYNE BLVD 201,FL,33009, , , ,-80.13056,25.98288,250 LAYNE BLVD 201
HSC,PENSACOLA LIGHTHOUSE,PENSACOLA LIGHTHOUSE ASSOCIATION INC,2081 RADFORD BLVD,FL,32508,8503931561,HTTP://WWW.PENSACOLALIGHTHOUSE.ORG,720200,-87.30111,30.34761,2081 RADFORD BLVD
HSC,ADAMS MEMORIAL SOCIETY,ADAMS MEMORIAL SOCIETY INC,830 SWALLOW PT,FL,34105,6174780585, , ,-71.21496,42.25005,35 JACKSON POND RD
HSC,OLD TIME RADIO,FRIENDS OF OLD TIME RADIO INC,27436 DESERT ROSE CT,FL,34748,3527286731, ,6,-81.8647,28.74603,27436 DESERT ROSE CT
HSC,GANDHI MEMORIAL SOCIETY OF JACKSONVILLE,GANDHI MEMORIAL SOCIETY OF JACKSONVILLE,10535 BROOMSEDGE CT,FL,32246, , ,11052,-81.54157,30.29382,10535 BROOMSEDGE CT
HSC,OAKLAND PARK HISTORICAL SOCIETY,OAKLAND PARK HISTORICAL SOCIETY INC,702 NE 33RD STREET,FL,33334,9547823015,HTTP://WWW.OAKLANDPARKHISTORY.ORG/,0,-80.13036,26.16921,PO BOX 23855
HSC,DAVIS HOUSE HISTORIC PRESERVATION,DAVIS HOUSE HISTORIC PRESERVATION INC,87 JENNIFER CIR,FL,32127, , ,0,-80.93025,29.08562,87 JENNIFER CIR
HSC,MIAMI-DADE HISTORICAL MARITIME MUSEUM,MIAMI-DADE HISTORICAL MARITIME MUSEUM INC,PO BOX 186,FL,33041,3057991143,HTTP://WWW.OHWY.COM,301020,-81.77325,24.5611,TRUMAN ANNEX SLIP 28
HSC,SANIBEL HISTORICAL MUSEUM AND VILLAGE,THE SANIBEL HISTORICAL MUSEUM AND VILLAGE INC,PO BOX 413,FL,33957,2394724648,HTTP://WWW.SANIBELMUSEUM.ORG,208535,-82.07175,26.439,950 DUNLOP RD
HSC,LITTLE RIVER HISTORICAL CULTURAL & ECONOMIC DEVELOPMENT,LITTLE RIVER HISTORICAL CULTURAL & ECONOMIC DEVELOPMENT COR,7521 NW 3RD AVENUE,FL,33150, , ,0,-80.20246,25.84416,7521 NW 3RD AVE
HSC,SUMTER COUNTY HISTORICAL SOCIETY,SUMTER COUNTY HISTORICAL SOCIETY INC,217 N MARKET STREET,FL,33513, , ,0,-82.11214,28.66416,217 N MARKET ST
HSC,STILTSVILLE TRUST,STILTSVILLE TRUST INC,6105 GRANADA BLVD,FL,33146, , ,18715,-80.26764,25.71298,6105 GRANADA BLVD
HSC,LANTANA HISTORICAL SOCIETY,LANTANA HISTORICAL SOCIETY INC,1445 WEST BRANCH STREET,FL,33462,5615888178,HTTP://LANTANAHISTORICALSOCIETY.ORG/,0,-80.06719,26.58056,1445 W BRANCH ST
HSC,THOMAS EDISON AND HENRY FORD WINTER ESTATES,THOMAS EDISON AND HENRY FORD WINTER ESTATES INC,PO BOX 2368,FL,33902,2393347419,HTTP://WWW.EDISONFORDWINTERESTATES.ORG/M/?USE_LAYOUT=MOBILE,4978856,-81.87926,26.63513,2350 MCGREGOR BLVD
HSC,SOCIEDAD LA UNION MARTI MACEO,SOCIEDAD LA UNION MARTI MACEO,1226 E 7TH AVENUE,FL,33605,8132236188,HTTP://WWW.MARTIMACEO.ORG/PAGES/DEFAULT.ASPX,0,-82.44638,27.96036,1226 E 7TH AVENUE
HSC,WESTON HISTORICAL SOCIETY,WESTON HISTORICAL SOCIETY INC,1656 ORION LN,FL,33327, , ,0,-80.41967,26.1256,1656 ORION LN
HSC,WEST GADSDEN HISTORICAL SOCIETY,WEST GADSDEN HISTORICAL SOCIETY,PO BOX D,FL,32330,8504426434,HTTP://WWW.GADSDENHISTORY.ORG,0,-84.74332,30.56974,PO BOX D
HSC,VETERANS TRIBUTE AND MUSEUM OF OSCEOLA COUNTY,VETERANS TRIBUTE AND MUSEUM OF OSCEOLA COUNTY INC,5210 W IRLO BRONSON MEMORIAL HWY,FL,34746,4079313133,HTTP://VETERANSTRIBUTEANDMUSEUM.INFO/,214795,-81.44439,28.30448,3831 W VINE STREET UNIT #64
HSC,ST. GEORGE LIGHTHOUSE,ST GEORGE LIGHTHOUSE ASSOCIATION INC,2B E GULF BEACH DR,FL,32328,8509277745, ,173202,-84.85754,29.66566,2B E GULF BEACH DR
HSC,SEMINOLE HISTORICAL SOCIETY,SEMINOLE HISTORICAL SOCIETY INC,PO BOX 7652,FL,33775,7273917808,HTTP://WWW.SEMINOLEHISTORICALSOCIETY.ORG/,0,-82.79456,27.84531,PO BOX 7652
HSC,EVERGLADES SOCIETY FOR HISTORIC PRESERVATION,EVERGLADES SOCIETY FOR HISTORICAL PRESERVATION INC,PO BOX 46,FL,34139, ,HTTP://WWW.EVERGLADESHISTORICAL.ORG,0,-81.38455,25.84936,PO BOX 46
HSC,GOVERNOR STONE,FRIENDS OF THE GOVERNOR STONE INC,PO BOX 4716,FL,32549, ,HTTP://WWW.GOVERNORSTONE.ORG/,0,-86.61077,30.41643,PO BOX 4716
HSC,OVIEDO PRESERVATION PROJECT,OVIEDO PRESERVATION PROJECT INC,6007 LAKE CHARM CIR,FL,32765, , ,14325,-81.19755,28.67757,6007 LAKE CHARM CIR
HSC,ORIGINAL TREASURE ISLAND HISTORICAL SOCIETY,ORIGINAL TREASURE ISLAND HISTORICAL SOCIETY INC,64 DOLPHIN DR,FL,33706, , ,0,-82.76202,27.76846,64 DOLPHIN DR
HSC,HISTORIC DERBY STREET CHAPEL,HISTORIC DERBY STREET CHAPEL INC,PO BOX 682,FL,32923,3213055924,HTTP://WWW.COCOABAPTIST.ORG/CHAPEL,0,-80.72576,28.35071,121 DERBY STREET
HSC,CONFEDERATE SONS ASSOCIATION OF FLORIDA,CONFEDERATE SONS ASSOCIATION OF FLORIDA INC,2206A HWY 90,FL,32428, , ,0,-85.61358,30.77848,2206A HIGHWAY 90
HSC,HISTORIC POINT WASHINGTON ASSOCIATION,HISTORIC POINT WASHINGTON ASSOCIATION INC,126 GILMORE ROAD,FL,32459, , ,0,-86.11767,30.36772,126 GILMORE RD
HSC,ANGLO GERMAN HISTORICAL TRUST,ANGLO GERMAN HISTORICAL TRUST INC,777 N ASHLEY DR UNIT 1403,FL,33602,3214464655,HTTP://WWW.ANGLOGERMANHISTORICALTRUST.ORG/,50,-82.46094,27.95012,777 N ASHLEY DR UNIT 140
HSC,SOUTHWEST RANCHES HISTORICAL SOCIETY,SOUTHWEST RANCHES HISTORICALSOCIETY INC,13400 GRIFFIN ROAD,FL,33330,9544340008,HTTP://WWW.SOUTHWESTRANCHES.ORG,0,-80.32698,26.06317,13400 GRIFFIN RD
HSC,LEVY COUNTY HISTORICAL SOCIETY,LEVY COUNTY HISTORICAL SOCIETY INC,12751 NW 92ND ST,FL,32626, , ,0,-82.98569,29.46231,12751 NW 92ND ST
HSC,CHILDREN'S AG & SCIENCE ADVENTURES,CHILDRENS AG & SCIENCE ADVENTURESINC,7742 COVEDALE DRIVE,FL,32818,4074051016,HTTP://CHILDRENSAGANDSCIENCE.ORG/ABOUT_US.HTML,0,-81.47291,28.53869,6610 OLD WINTER GARDEN ROAD
HSC,CENTRAL PASCO AND GULF RAILROAD,CENTRAL PASCO AND GULF RAILROAD INC,2533 PERMIT PLACE,FL,34655, ,HTTP://WWW.CPGRR.ORG/,61052,-82.67963,28.18033,2533 PERMIT PL
HSC,HISTORIC PUGHSVILLE ASSOCIATION,HISTORIC PUGHSVILLE ASSOCIATION INC,PO BOX 3775,FL,33885, , ,0,-81.71206,28.05336,PO BOX 3775
HSC,SCHOONER WESTERN UNION PRESERVATION SOCIETY,SCHOONER WESTERN UNION PRESERVATION SOCIETY INC,202 R WILLIAM ST,FL,33040, ,HTTP://SCHOONERWESTERNUNION.CAUSEVOX.COM,387141,-81.80476,24.55616,PO BOX 4379
HSC,BUFFALO SOLDIERS HISTORICAL SOCIETY,BUFFALO SOLDIERS HISTORICAL SOCIETY INC,PO BOX 47945,FL,32247,9043862607,HTTP://WWW.BSHSJAXFL.COM/,18698,-81.62712,30.29281,PO BOX 47945
HSC,SAM SIRIANNI MEMORIAL,SAM SIRIANNI MEMORIAL INC,2635 CORTEZ BLVD,FL,33901, ,HTTP://WWW.CORPORATIONWIKI.COM,0,-81.8792,26.62896,2635 CORTEZ BLVD
HSC,GROVELAND HISTORICAL SOCIETY,GROVELAND HISTORICAL SOCIETY INC,PO BOX 761,FL,34736, ,HTTP://WWW.GROVELANDHISTORY.ORG/HOME.HTML,0,-81.85789,28.5581,243 S LAKE AVENUE
HSC,HAITIAN AMERCN HISTORICAL SOCIETY,HAITIAN AMERICAN HISTORICAL SOCIETY INC,9822 NE 2ND AVE STE 3,FL,33138,7866210035,HTTP://WWW.HAITIANHISTORY.ORG/, ,-80.1857,25.89238,645 NE 127TH ST
HSC,ERIE LACKAWANNA HISTORICAL SOCIETY,ERIE LACKAWANNA HISTORICAL SOCIETY INC,4832 TIVOLI AVE,FL,34235,7168928400,HTTP://WWW.ERIELACKHS.ORG,71137,-82.82077,40.04665,1646 MINTURN DR
HSC,BOCA RATON HISTORICAL SOCIETY,BOCA RATON HISTORICAL SOCIETY INC,71 N FEDERAL HWY,FL,33432,5613956766, ,512266,-80.0864,26.35095,71 N FEDERAL HWY
HSC,TAVARES AND GULF MODEL RAILROAD AND HISTORICAL SOCIETY,TAVARES AND GULF MODEL RAILROAD AND HISTORICAL SOCIETY INC,PO BOX 1267,FL,32693, , , ,-82.71779,29.60596,PO BOX 1267
HSC,APOPKA HISTORICAL SOCIETY,APOPKA HISTORICAL SOCIETY INC,122 E 5TH ST,FL,32703,4077031707,HTTP://APOPKAMUSEUM.ORG/,10382,-81.5085,28.67151,122 E 5TH ST
HSC,CENTRAL FLORIDA SOCIETY FOR HISTORICAL PRESERVATION,CENTRAL FLORIDA SOCIETY FOR HISTORICAL PRESERVATION INC,PO BOX 520500,FL,32752, , ,41862,-81.3529,28.69444,PO BOX 520500
HSC,HISTORIC GAINESVILLE,HISTORIC GAINESVILLE INC,300 E UNIVERSITY AVE SUITE 200,FL,32601,3523714066, , ,-82.32198,29.65225,300 E UNIVERSITY AVE SUITE 200
HSC,DUNEDIN HISTORICAL SOCIETY & MUSEUM,DUNEDIN MUSEUM INC,PO BOX 2393,FL,34697,7277361176,HTTP://WWW.DUNEDINMUSEUM.ORG,453194,-82.76347,28.0246,PO BOX 2393
HSC,PENSACOLA HISTORIC PRESERVATION SOCIETY,PENSACOLA HISTORIC PRESERVATION SOCIETY INC,PO BOX 12404,FL,32591,8505955985,HTTP://WWW.HISTORICPENSACOLA.ORG/,0,-87.21166,30.40918,120 CHURCH STREET
HSC,PONCE DE LEON INLET LIGHTHOUSE & MUSEUM,PONCE DE LEON INLET LIGHTHOUSE PRESERVATION ASSOCIATION INC,4931 S PENINSULA DR,FL,32127,3867611821,HTTP://PONCEINLET.ORG/,1278526,-80.92619,29.07984,4931 S PENINSULA DR
HSC,DEERFIELD BEACH HISTORICAL SOCIETY,DEERFIELD BEACH HISTORICAL SOCIETY INC,380 E HILLSBORO BLVD,FL,33441,9544290378,HTTP://WWW.DEERFIELD-HISTORY.ORG,0,-80.09742,26.31835,380 E HILLSBORO BLVD
HSC,COLUMBIA COUNTY HISTORICAL SOCIETY,COLUMBIA COUNTY HISTORICAL SOCIETY INC,PO BOX 3276,FL,32056,3867559096,HTTP://WWW.LCCCHM.ORG/,0,-82.63612,30.18819,157 SE HERNANDO AVENUE
HSC,GULF COAST HERITAGE ASSOCIATION,GULF COAST HERITAGE ASSOCIATION INC,PO BOX 846,FL,34229,9419665214,HTTP://WWW.HISTORICSPANISHPOINT.ORG,658990,-82.49039,27.20128,337 N TAMIAMI TRL
HSC,DELRAY BEACH HISTORICAL SOCIETY,DELRAY BEACH HISTORICAL SOCIETY INC,3 NE 1ST ST,FL,33444,5612749578, ,78674,-80.07309,26.46355,3 NE 1ST ST
HSC,HALIFAX HISTORICAL SOCIETY,HALIFAX HISTORICAL SOCIETY,252 S BEACH ST,FL,32114, ,HTTP://HALIFAXHISTORICAL.ORG/,77769,-81.0176,29.2083,252 S BEACH ST
HSC,LOXAHATCHEE RIVER HISTORICAL SOCIETY,LOXAHATCHEE RIVER HISTORICAL SOCIETY INC,500 CAPTAIN ARMOURS WAY,FL,33469,5617478380, ,692774,-80.07571,26.94781,500 CAPTAIN ARMOURS WAY
HSC,SANTA ROSA HISTORICAL SOCIETY,SANTA ROSA HISTORICAL SOCIETY INC,6866 CAROLINE ST,FL,32570, ,HTTP://SANTAROSAHISTORICALSOCIETY.COM,-8973,-87.03689,30.62282,6866 CAROLINE ST
HSC,POLK COUNTY HISTORICAL ASSOCIATION,POLK COUNTY HISTORICAL ASSOCIATION INC,POST OFFICE BOX 2749,FL,33831, ,HTTP://WWW.POLKCOUNTYHISTORY.ORG/,0,-81.84231,27.89502,PO BOX 2749
HSC,LINKAGES AND LEGACIES,LINKAGES AND LEGACIES INC,900 NE 97TH STREET,FL,33138, , ,0,-80.17902,25.86458,900 NE 97TH ST
HSC,WILLIAM AUGUSTUS BOWLES MUSEUM AND HISTORICAL FOUNDATION,WILLIAM AUGUSTUS BOWLES MUSEUM ANDHISTORICAL FOUNDATION INC,4 ELEVENTH AVENUE,FL,32579, , ,46635,-86.57861,30.44707,4 ELEVENTH AVENUE
HSC,LADY LAKE HISTORICAL SOCIETY,VRHS INC,2222 SHANEWOOD CT,FL,32162, , ,0,-81.9978,28.96591,2222 SHANEWOOD CT
HSC,OLD BRADEN RIVER HISTORICAL SOCIETY,OLD BRADEN RIVER HISTORICAL SOCIETY,6732 69TH ST E,FL,34203,9417392281, , ,-82.47088,27.42008,6732 69TH ST E
HSC,CITRUS HALL OF FAME OF FLORIDA,CITRUS HALL OF FAME OF FLORIDA INC,411 E ORANGE ST,FL,33801,5613514314,HTTP://FLORIDACITRUSHALLOFFAME.COM/,67696,-81.95401,28.04162,411 E ORANGE ST
HSC,CRYSTAL BEACH COMMUNITY ENRICHMENT,CRYSTAL BEACH COMMUNITY ENRICHMENT INC,PO BOX 281,FL,34681, , ,5697,-82.77767,28.09127,PO BOX 281
HSC,HISTORIC GOLDEN GATE COMMUNITY,FRIENDS OF THE HISTORIC GOLDEN GATE COMMUNITY INC,PO BOX 734,FL,34992,7722874711,HTTP://STUARTHISTORICGOLDENGATE.ORG,0,-80.20916,27.14281,PO BOX 734
HSC,FLGENWEB PROJECT,FLGENWEB PROJECT INC,407 MULHOLLAND PARK,FL,32177, , ,0,-81.62703,29.65044,407 MULHOLLAND PARK
HSC,ST ANTHONY'S SOCIETY FOR THE PRESERVATION OF SACRED MUSIC,ST ANTHONYS SOCIETY FOR THE PRESERVATION OF SACRED MUSIC AN,901 NE 2ND ST,FL,33301,9542604477, ,71,-80.13388,26.12479,901 NE 2ND ST
HSC,SPAIN-FLORIDA V CENTENARY,SPAIN-FLORIDA V CENTENARY INC,1441 BRICKELL AVE STE 15,FL,33131, , ,189872,-80.19159,25.75875,1441 BRICKELL AVE STE 15
HSC,LORD-HIGEL HOUSE,FRIENDS OF THE LORD-HIGEL HOUSE INC,PO BOX 1190,FL,34284,9414862487,HTTP://VENICEHERITAGE.ORG/, ,-82.44428,27.09976,101 W VENICE AVENUE SUITE 26
HSC,CHINSEGUT HILL,FRIENDS OF CHINSEGUT HILL INC,22495 CHINSEGUT HILL RD,FL,34601,3527995400,HTTP://FRIENDSOFCHINSEGUTHILL.ORG/,59782,-82.33345,28.63673,24268 LAKE LINDSEY RD
HSC,COLLIER COUNTY HISTORICAL RESEARCH CENTER,COLLIER COUNTY HISTORICAL RESEARCH CENTER INC,4325 BEECHWOOD LAKE DRIVE,FL,34112, , ,0,-81.75304,26.12235,4325 BEECHWOOD LAKE DR
HSC,COALWOOD HISTORICAL SOCIETY,COALWOOD WV HISTORICAL SOCIETY INC,PO BOX 1479,FL,32732, ,HTTP://WWW.PRESERVECOALWOOD.COM,0,-81.11605,28.75146,PO BOX 1479
HSC,DALTON GENEALOGICAL SOCIETY NORTH AMERICA,DALTON GENEALOGICAL SOCIETY NORTH AMERICA INC,6552 GREEN ACRES BLVD,FL,34655, , ,0,-82.65005,28.25265,6552 GREEN ACRES BLVD
HSC,UNDERWATER HISTORICAL EXPLORATION COMPANY,UNDERWATER HISTORICAL EXPLORATION COMPANY LTD,1411 WHISKEY CREEK DR,FL,33919, , , ,-81.89665,26.57867,1411 WHISKEY CREEK DR
HSC,CITRUS COUNTY FALLEN HEROES MONUMENT,CITRUS COUNTY FALLEN HEROES MONUMENT INC,PO BOX 621,FL,34423,8887387381,HTTP://WWW.CITRUSCOUNTYFALLENHEROES.ORG/,0,-82.58756,28.89467,N LINDBERG TERRACE & W BICENTENNIAL PARK DRIVE
HSC,NEXT GENERATION OF HOLOCAUST SURVIVORS,NEXT GENERATION OF HOLOCAUST SURVIVORS INC,6917 SOUTHPORT DR,FL,33472,5614449135, ,87327,-80.14513,26.52801,PO BOX 741332
HSC,WHITE CITY HISTORICAL SOCIETY,WHITE CITY HISTORICAL SOCIETY INC,1006 W MIDWAY ROAD,FL,34982, , ,0,-80.37372,27.37454,PO BOX 13145
HSC,HAGAN WILDWOOD RESTORATION ASSOCIATION,HAGAN WILDWOOD RESTORATION ASSOCIATION INC,1332 EISENHOWER DRIVE,FL,32084, , ,0,-81.36424,29.92551,1332 EISENHOWER DR
HSC,COLONIAL ST AUGUSTINE PRESERVATION FOUNDATION,COLONIAL ST AUGUSTINE PRESERVATION FOUNDATION INC,48 KING ST,FL,32085,9048252158,HTTP://WWW.STAUGUSTINELIGHTHOUSE.COM,0,-81.31337,29.89245,48 KING ST
HSC,CORAL GABLES MUSEUM,CORAL GABLES MUSEUM CORPORATION,PO BOX 141687,FL,33114,3056038067,HTTP://WWW.CORALGABLESMUSEUM.ORG/,638206,-80.25923,25.75054,285 ARAGON AVENUE
HSC,HISTORICAL SOCIETY OF INTERLACHEN,HISTORICAL SOCIETY OF INTERLACHEN INC,PO BOX 1493,FL,32148, , ,0,-81.88201,29.64048,PO BOX 1493
HSC,HERITAGE CROSSROADS,HERITAGE CROSSROADS INC,188 OSPREY LANE,FL,32136, ,HTTP://WWW.HERITAGECROSSROADS.ORG/,0,-81.1554,29.43533,188 OSPREY LN
HSC,TAMPA UNION STATION,FRIENDS OF TAMPA UNION STATION INC,PO BOX 20934,FL,33622,8132217601,HTTP://WWW.TAMPAUNIONSTATION.COM/,0,-82.45117,27.95257,601 N NEBRASKA AVE
HSC,SOUTHWEST FLORIDA GERMANIC GENEALOGY SOCIETY,SOUTHWEST FLORIDA GERMANIC GENEALOGY SOCIETY INC,26128 DUNEDIN COURT,FL,33983,9416256443, ,0,-82.16236,27.01098,PO BOX 380185
HSC,SLCFD HONOR GUARD,SLCFD HONOR GUARD,5160 NW MILNER DRIVE,FL,34983,7726213400, ,0,-80.37542,27.37094,5160 NW MILNER DR
HSC,JEWISH HISTORICAL SOCIETY OF SOUTHWEST FLORIDA,JEWISH HISTORICAL SOCIETY OF SOUTHWEST FLORIDA INC,899 VANDERBILT BEACH ROAD SUITE 116,FL,34108, ,HTTP://WWW.JGSSWF.ORG/,0,-81.79978,26.25056,899 VANDERBILT BCH RD ST
HSC,BEACHES VETERANS MEMORIAL PARK,BEACHES VETERANS MEMORIAL PARK INC,915 8TH AVE S,FL,32250, ,HTTP://BEACHESVETERANSMEMORIALPARK.ORG/CONTACTUS.ASPX, ,-81.3977,30.27988,915 8TH AVE S
HSC,NAPLES BACKYARD HISTORY,NAPLES BACKYARD HISTORY INC,PO BOX 2149,FL,34106,2397742978,HTTP://NAPLESBACKYARDHISTORY.ORG/,65328,-81.80208,26.13292,1170 THIRD STREET SOUTH SUITE 111
HSC,ARCHAEOLOGICAL HORIZONS,ARCHAEOLOGICAL HORIZONS INC,5455 ALTON ROAD,FL,33140, , ,0,-80.1287,25.83428,5455 ALTON RD
HSC,GREEN GABLES AT HISTORIC RIVERVIEW VILLAGE,GREEN GABLES AT HISTORIC RIVERVIEW VILLAGE INC,POB 500856,FL,32950, ,HTTP://WWW.GREENGABLES.ORG/,0,-80.58486,27.98054,PO BOX 500856
HSC,PALM BEACH CENTENNIAL COMMISSION,PALM BEACH CENTENNIAL COMMISSION INC,PO BOX 2654,FL,33480,5616595354,HTTP://PALMBEACHCENTENNIAL.COM/,0,-80.0384,26.6876,PO BOX 2654
HSC,WOOD & SWINK PRESERVATION SOCIETY,WOOD & SWINK PRESERVATION SOCIETY INC,PO BOX 57,FL,32633, , ,602,-82.22285,29.48379,18320 SE COUNTY RD 225
HSC,CLAN MUIR SOCIETY OF NORTH AMERICA,CLAN MUIR SOCIETY OF NORTH AMERICA INC,220 WHISPER LAKE ROAD,FL,34683, , ,0,-82.76936,28.06465,220 WHISPER LAKE RD
HSC,JUPITER ISLAND HISTORICAL SOCIETY,JUPITER ISLAND HISTORICAL SOCIETY INC,PO BOX 938,FL,33475, , ,56136,-80.12046,27.04073,PO B0X 938
HSC,JAY HISTORICAL SOCIETY,JAY HISTORICAL SOCIETY,PO BOX 265,FL,32565, ,HTTP://WWW.JAYHISTORICALSOCIETY.ORG/,0,-87.14804,30.95297,3946 HIGHWAY 4
HSC,ORMOND YACHT CLUB,THE ORMOND YACHT CLUB INC,PO BOX 1104,FL,32175,3864538338,HTTP://WWW.ORMONDYACHTCLUB.ORG/,23347,-81.05571,29.28787,63 N BEACH STREET
HSC,PALATKA RAILROAD PRESERVATION SOCIETY & BROWNING RAILROAD MUSEUM,PALATKA RAILROAD PRESERVATION SOCIETY INCORPORATED,222 N 11TH ST,FL,32177,3863280305,HTTP://WWW.RAILSOFPALATKA.ORG,2254,-81.63989,29.64911,222 N 11TH ST
HSC,MARTIN COUNTY GENEALOGICAL SOCIETY,MARTIN COUNTY GENEALOGICAL SOCIETY INC,PO BOX 275,FL,34995,7722201638,HTTP://MCGENSOCIETY.ORG/,0,-80.25,27.19251,PO BOX 275
HSC,FORT MOSE HISTORICAL SOCIETY: AFRICAN AMERICAN COMMUNITY OF FREEDOM,FORT MOSE HISTORICAL SOCIETY AFRICAN AMERICAN COMMUNITY OF,15 FORT MOSE TRAIL,FL,32085, , ,0,-81.34371,29.88685,PO BOX 4230
HSC,REFLECTIONS OF MANATEE,REFLECTIONS OF MANATEE INC,1302 4TH AVE E,FL,34208,9417462035, ,49748,-82.54974,27.49616,1302 4TH AVE E
HSC,EARTH SHINE INSTITUTE,EARTH SHINE INSTITUTE INC,5249 SUMMERLIN COMMONS BLVD NO 100,FL,33907,2392336131,HTTP://EARTHSHINEINSTITUTE.ORG/,19007,-81.88029,26.57732,5249 SUMMERLIN COMMONS B
HSC,SAINT AUGUSTINE JEWISH HISTORICAL SOCIETY,SAINT AUGUSTINE JEWISH HISTORICAL SOCIETY INC,146 CREEKSIDE DR,FL,32086,8049144460, ,0,-81.31743,29.80873,912 RIDGEWOOD LN
HSC,TRAILBLAZER OF BROWARD COUNTY,TRAILBLAZER OF BROWARD COUNTY INC,1710 NW 27TH AVE,FL,33311, , ,0,-80.17856,26.14866,1710 NW 27TH AVE
HSC,KEY BISCAYNE HISTORICAL AND HERITAGE SOCIETY,KEY BISCAYNE HISTORICAL AND HERITAGE SOCIETY INC,260 CRANDON BLVD STE 14,FL,33149,3053615207,HTTP://WWW.KEYBISCAYNECHAMBER.ORG/,33540,-80.16305,25.69554,260 CRANDON BLVD STE 14
HSC,HISTORICAL SOCIETY OF TAVARES,HISTORICAL SOCIETY OF TAVARES INC,121 W ALFRED STREET,FL,32778, , , ,-81.73264,28.79703,121 W ALFRED STREET
